Text,IsHateSpeech
nothing hypocritical movement claiming support black blocking probably hundred black trying get job feed god damn family,0
ahhhhhhhi love country,0
useless cop talk protester instead breaking head,1
dumb as people run 😡,1
parent one kid failed one job parent dont raise cunt,1
bored stupid kid,1
german police pretty nice even would beat protestors,0
run,1
run black cunt,1
ram prick,1
next time line car start making burnout smoke riot gas non lethal eficient double check actualy non lethal course xd,1
thought deal situation driver working thing came getting car getting driver stoppes car come clean road thats self justice something support irrationally rationally,1
fucking idiot get outta waysome people got ta get work,1
bad nobody ran hmmmm dumbass life matter stay fuck street duh 🙄🙄,1
runem theyre freaking freeway,1
pepper spray create dangerous situation motorist get put jail ’ peaceful protest infringing upon citizen right move freely due blockade called protestors creating dangerous situation,0
arrest,0
wish much type protester come would arrested fined taught law,0
made mad ’ point gun,0
arrested blocking highway want protest somewhere else,0
protest furgison cal take fight wear started,0
people realize blocking road pissing people get people onto side,0
ever get situation run asshole overi,1
run stupid as stupid enough stand middle freeway,1
sue time wast,0
californian deserve backup since elect people allow happen without consequence tried lived would shot runned,1
there lot driver banded together collectively beat living shit every one little prick,1
run,1
crazy thing thought office never anything want random people,0
would ’ satisfying someone threw molotov middle group,1
run ignorant fuck world better without,1
one paintball gun take,1
tell breaking law blocking interstate traffic let get hit vehicle told leave driver vehicle noy charged injury incurred billed retard standing street,1
gas grenade pepper spray knight stick would applied,0
dont get arent protesting like wrong people,0
’ stand side freeway instead blocking thousand car,0
patient ever ambulance get injured worse ’ make hospital protestors liable die protestors charged man slaughter,1
legally allowed run consequence,1
give key county snowplow ill get road open asap,1
kid would beat shit,1
happen would drive though n cop shit mess letting finish say like need get home work u see long line car holding people bullshit,1
idiotz,1
stupid nigger,1
dont give fuck theyre protesting dont block fucking traffic cunt piss everyone elses day honestly cunt law intentionally block traffic driver reserve right run fuck quickening darwinism process anyway,1
get time work jk,0
dumb fuck screwing fellow citizen instead protesting police 🤦‍♂️,1
would ’ pressed button shoot tsar bombar outta car,1
everyone want next mlk issue arent problem u anymore require another mlk,0
hilarious seeing moron get hit car,1
run,1
protest,0
understand point black life matter blocking traffic like like wth gon na people need go place hospital familywork etc plane stupid,1
1 obstructing interstate commerce federal felony offence 2 cop useless 3 blm democrat modern version racist terroristic kkk also created 4 protester rioter 5 driver first row car wimp 6 imagine dying ambulance stopped traffic jam mile long,1
truck foghorn,0
people hurt cause help day one rational blacklivesmatter side anymore,0
supra need let happens,0
sign saying black life matter blocking black white people wtf,1
dealt force,0
drive,1
stupid american,1
would kept going get hit get hit id slowly push way ppl need grow fuck,1
law protester blocking street leagaly allowed run,1
pepper spray cunt run,1
bunch pussy nothing better cry problem escalated stupid shit like,1
im informed 100 exactly going fucked im trying find reliable resource understand cant believe 2014 thing like still happening,0
people ferguson loot oly thing goverment care economy fuck n make effort stop crooked cop,1
good quality,0
wow,0
welcome new world order,1
hell care people peacefully protesting police feel threatened gon na act say blow fucker face tg follows riot,1
want toss one gernades lol anyone course range would fucking shit,1
ah memory btw brought firework,0
stuff like one reason people associate violence danger black people,1
awesome,0
love lady need strong woman like peggy hubbard,0
peggy im native american love honey,0
huge wisdom anyone ear listen,0
mr hubbard get jamyla bolden died needlessly,0
amen amen sister go strong black woman got back,0
stand woman speaking truth applaud gut young lady,0
peggy blessed much courage heart thank honesty passion matter whatawoman,0
lady first guest speaker al sharpton ’ rally seriously,0
love woman voice matter fuck black life matter,1
thats real parent real mother nothing real talk right learned well mom voice truth sea bullshit,0
finally black person unbiased opinion incredibly high percentage black life lost among extremely small fraction police black people need take responsibility violence,1
thank truth speaking innocent,0
sad disgrace black people,1
mother told thing god bless woman,0
gal call spot way go mspeggy way go,0
c blk life matter bullshitwitch call bullshit 5 black people killed five period newark nj call bullshitb,1
love saem thing go peggy stupid ya killing ya self quicker stlpd could ever wakeup,0
nigga love victim situation thats separate black people need,1
oh politician style oratory peggy hubbard one short video ring message loud clearto listen ok im england thankfully dont gun culture ive seen enough american scene time know peggy drop hangwringing crap tell word written posted white housemavbe someone would listen act,0
everyone share thisthis woman awesome,0
real black leadership real revolutionary radicalism,0
respect,0
thanks voice sanity black community peggy,0
wowpeople like cant say thing rightly say pc police get offended tag racist therefore truth might speak given credencesociety know speaking truth magnifies like one else could arent elevating people like school board city council mayor state national office,0
shes u navy vet mad respect,0
day day thisisacommentary here truth,0
bitch talking people like dylan roof james holmes jared loughner jerad miller tim mcveigh jared loughner jim david adkisson paul hill scott roeder frazier glen miller jr elliot rodger buford furrow john r houser etc right,1
thank real heard little girl thought thing rage medium ever behind want promote racial tension nobody black community want talk elephant room almost like everything medium music scene promotes thug life,0
peggy hero,0
awesome woman,0
think alot black people tired gun violence gang ignorance community want stop yes bad people race whats get statement talk thing black commuity people quick say bad people every race say putting black want people better caring self repectful way,0
tip hat class lady well spoken,0
black people like,0
right black shitter white man,1
obama saying exactly lady saying instead he defending thug clean language however,1
proud woman mother stand principle morality plain common sense afraid go tide culture wrong path kudos peggy also mother 2 kid hattiesburg m killed 2 police officer stand take responsibility two wonderful role model latest heroine,0
basically shes talking black life matter guess looting rioting take place asshole whose robbed druged community hit point cnn belief police brutality want reform know there racism also know nobody going take fucking second look black right till black people take stand self destruction,0
ive spread video everywhere awesome,0
thank peggy,0
female uncle ruckus,0
well damn good,0
im white person always thought everyone treated fairly blm creating bunch bull threatening life others making harder cop take bad guy maybe drawing weapon fast enough killing spirit hero killing spirit putting 110 enough comply rushing burning house type thing bad cop neighborhood gang neighborhood heat taken emboldening spirit life matter form racism blm causing feeling black life dont matter peggy gave hope still hope still intelligence black community maybe still live together im one less white guy willing join kkk peggy blm,1
agree sista 100,0
black person say thank speaking truth many black causing trouble dressing like idiot bring trouble killing eachother causing crime complain police good im glad parent grew properly stayed away garbage,1
thank mr hubbard happy said need saying black allowing neighborhood destroyed black mother stand counted black father keep as home help raise child peggy chief back fair wind following sea shipmate slap heard round world need happen whole lot sister,0
go girl listened twice retweeted twice first gateway pundent second youtube god bless m hubbard god speed vid,0
great videothank peggy,0
brave woman brought tear eye,0
peggy hubbard president 2016,0
respectable woman,0
much logic intelligence must mixed race intelligent white dna,1
amen tell like sister amen,0
need people like peggy hubbard support mother year common sense,0
think fell love,0
one must fucking stupid one attack police officer expects get away without response police,1
never heard woman im loving saying message valuable get thanks posting,0
hit nail head black life matter guess keep killing stupid shit like gang loyalty selling drug instead getting education able get getto take hat parent raise chlidren value pride arecause one make difference drug dealing gang banger difference going makeis one less holiday dinner,0
dear peggy please mother run president,0
plenty white people care exact view woman deemed racist stopped caring,0
look deeper happens black people put black people situation black people hope learns history,0
love woman wish like would certainly help cause page,0
thats cruel mom,0
spoke others want say,0
woman get nobel peace prize instead antichrist obama,0
bravo,0
correction black ppl never violent ppl planet saying true come black black crime shit dont single race shit happens race across globe,1
im sure michael brown knew killer young girl considered homeboy,0
love peggy,0
yeah said save u tax dollar buy part harleys ar lolol,0
peggy know many fine black woman men like sick tired violence blame thanks speaking,0
awesome job peggy thank telling truth westandwithpeggyhubbard,0
community marching peace hand hand girl killed sitting home homework deserves least society let maybe al sharpton lead,0
truth delivered courage conviction political correctness reach heart mind honest productive hardworking people lady say like,0
right dynamite,0
see black speak truth dont conform norm considered uncle tom sell out,0
day youre conservative support confederate flagdenies racismand criticize black people youre deemed hero white people lmao please get white woman black face screen,1
real strong black woman afraid speak truth,0
peggy love video use stand black life matter using excuse get away crime know lot good black would like voice heard voice silenced nationwide uproar black life matter afraid say something could next victim,0
okay blacklivesmovent thug stop carp u wan na stand murder yet child died gettin shoot cheast becasue u wan na act like plant ape movie excuse black killing black u wan na come cop white ppl call u name rastist name u dont get try lisening lawa obeying law stop shooting inncent ppl benfits u guy killing ppl need jail,1
freakin go girl,0
amen peggy hubbard color make difference person inside innocent nine year old little girl one attention people want cause chaos black white going exactly obama wantednow look country mess admire courage telling like peggy hubbard,1
one race human race,0
omg putting telling truth hard true,0
integration black people school business bank integration lost every thing,1
leave alone dont take,0
wake black people,0
older white conservative say peggy vice president could imagine trumphubbard ticket woweee wow,0
pretty woman dang,0
leave video sometimes truth hurt thank posting video,0
ask fellow white liberal press network blog post wont cringe black conservatism,1
said need new part harley lol,0
thank finally powerful voice truth black community 93 black killing perpetrated black part even 7 black murder nonblacks directed innocent black citizen rather drug gang related donald trump star parker hope aware peggy hubbard comment address issue honestly need seat table m hubbard trump campaign administration race monger like obama eric holder pelosi reid jessie jackson al sharpton naacp congressional black caucus congressional democrat ethnicity level government mainstream medium conspired last 50 year turn viable black community governmentdependent ghetto knowingly advancing false narrative systemic white conservative racism perhaps greatest accomplishment destruction black nuclear family seventytwo percent black child born single mother get married limit number child obama progressive gladly extort taxpayer money take care illegitimate child exchange guaranteed vote keep power master plan policy insures generation newly created disaffected dysfunctional adult necessarily become democratic voter race hustler mentioned reacted way black black killing could go neighborhood power wipe gang minimize drug use give community real “ hope ” “ change ” never happen need black community dependent feel hopeless order maintain power control living good life back people deceiving thinking care think – purveyor lie damn lie couldnt make race issue past 40 year would get “ real ” job like rest u,0
peggy tip hat,0
love every thug deserves slug,1
body cam also air police run day day cop screw,0
reasonburgertwitter powerful blunt force trauma powerful hope word change thinking whose concern black life misplaced thank sharing,0
peggy hubbard president,0
agree said cant trust police wont arrest crooked pedophile protecting treasonous politicans thing military people,1
blacklivesmatter built deceit lie,1
dont like generalization used rant main point right chris rock said best black people niggaz nigga morn killer got gunned street black person mourns loss innocent human life little girl got murdered based comment black nigga ratio dropping,1
tell even taboo talk something news medium wont touch ten foot poleblack white crime black sexually assaulted 30000 white woman 2005 fewer 10 black woman sexually assaulted white men yes used 2005 boj make stats available online anymore stating statistic may inflammatory certain ethnic group tip iceberg,0
peggy watch life leadership revolution video people smart good mentor really think research training would great leader keep great work,0
best honest black people ive ever know,0
bamshe said,0
god bless lady wish people like intelligence god bless little girl lost life thug sad single one animal care black life matter as innocent life matter,0
black man say needed black life matter message needed either orits,0
m hubbard absolute respect wish would run office level got bigger ball male politician call like bravo,0
well said peggy message shared everybody,0
mansur ballbey thug worked fedex house served warrant video brandishing gun shot back illegal u police officer st louis pd isnt releasing data know shot killed error ballbey criminal record hubbard illegal going national tv slandering ballbeys son frankly id sue,0
watching second part rest power trayvon martin story urge watch,0
httpsyoutubeqlpgdyvxdm really black people violent,0
thank speaking problem black community,0
yea beat white people rob black owned store cause massive riot wasting money bet 90 yall dont work stop wasting people money yourselfi hope every single person got shotthat didnt happen though sadly,1
blacklivesdontmatter,1
seeing comment prof backward country,1
police militarized,0
dumb mf,1
cant stop revolution well 2 year id say theyve done pretty good job far,0
feel sorry hapenned thus think dont happen gang member kill another one go street cop kill black male knowing gang menbers killing every day lost family friend one went street scream stop killing police killing black person whole world stop human,0
burn public storage make sense,0
must mad cause quiet lost thier belt,0
good,0
real criminal wall street guy steal money inmate every penitentiary every dreamed stealing,1
revolution setting neighbourhood fire good job burn suburb cop live making homeless achive anything,1
molotov cocktail local drink want dance dance,0
brown stepfather pant half way,1
trés tote hilars vid grip revolutionary regular poster afropunk seventeen massive corporate sponsor revolution start sponsored following multinational corporation ha ha ha virtue signaling satire practically writes,0
congrats got town flame roll live 3rd world hell hole also try move oh wait cant cause town garbage probably business market p,0
white immigrant need go back europe tbh native american european settler came boat,1
bunch complete dumb ass,1
ignorance law excuse 18 usc 242 deprivation right color law,0
agree time race war,1
war 400 year please war started three quarter million american died stop bitching,1
weird white pretext police officer white must less risk others would black police officer would kill white would taken 20 year prison may white white black equal,0
crime committed riot become federal offence federal government ability build unlimited prison,0
michael brown thug god bless thin blue line graduate police academy december,1
people see herei cant even understand sayingis black america good world seehow people respect race like see much bad,1
people shouldve wish wouldve literally burned entire city,1
lol look got,0
scroll comment see bunch racist comment look trump supporter sits patiently hate ok seriously lot people saying wrong say “ yeah kinda ” people saying “ ’ ’ black ” think african american people innocent nothing wrong,0
340 someone get milk,0
must nice looting protesting rioting burning stuff middle night dont get go work next day,1
really hard open fire,1
police shot 1 black guy black riot black shoot black happens,0
dirty mongrel,1
national guard called hint riot national guard really spook rioter,0
tax dollar get spanking new cop car 😔,0
police car purposefully left destroy get anger instead business cost destruction car passed state taxpayer,0
95 policing problem protested caused black criminal let forget blame address elephant room,1
peace need found side stubborn relentless peaceful dont go work sit step power day chant concern “ fear path dark side fear lead anger anger lead hate hate lead suffering ” yoda 3,0
inanimate object police car resilient getting completely flipped set fire,0
hate basterds like would funny tried pushing flipped back top hacopcarcanstillfightback,1
ferguson 2014 protester flip police car new york time,0
wish car flipped crushed rioter,1
ameland,1
cop need look video start arresting people,0
showed violent protest,0
good job guy raised tax,0
friend get killed mean burn local home item seems correct,1
question park cruiser front protester 🤔🤔,0
point almost set person fire,0
rip crown vic durable car ever,0
hate people read everything cant read im black,1
everyone saying black people white people white woman got shot rubber bullet came next day two black people helping walk,0
truly tragedynot death kid way city reacted way get justice make matter worse malcolm x way handling thing dr king way,0
maybe dont know exact story understood supposed case grown man shooting kid aint supposed racial guy letting hate whether anti black anti white seem forgetting going police officer shot innocent kid thats want justice fckin race moment pick race side become fckin joke dont give rat as many black killed white vice versa want know fck police officer walking free emptying motherfckin gun child,1
michael brown deserved die intoxicated aggressive attempted reach cop gun,1
ive experienced racism side racist white,0
muslim uk black brother sister america,0
kid hopeless piece shit look bully store owner bad decision got dumb as shot killed,1
yall racist fuck god please bless america,1
people seen mississippi burning way many damn time,0
many racist comment hate white sometimes,0
fuck need military police civilian like wan na bring new gear dress like soldier strut around trying look tough,0
dont let elite divide conquer tactic work want keep u racially divided never rise,1
jkind bandana guy wearing light,0
oh man thug life typesyoure hilarious seriously youre fuckin riot look take three dollar pocket knife back pawnshop pull pant stop playing basstracks 80 sedan rim cost car sit as back office belong criminal life aint,1
724 730 xdddddddddddddddd,0
shooting one thing black black people make black issue bottom line grown man robbed store ignored police order people think ok protest behalf thug respect law yes shame came death hadnt thief would still alive hear bullshit black got ta got ta hard street streetsblah blah blah wear hard living like badge honor honor country hey let go steal cigarillo make blunts worsen already ghetto,1
black get prejudice easily,1
remember time every race rioted someone race got shot white cop attacking officer waving gun around remember huge riot last year 13 month old shot head 2 black kid oh,1
didnt attack police officer steal store expect,0
010 legend still yelling move,0
truth people need realize accept michael brown action brought situation bible say justice served fast put justice people said justice peace word awakes scripture head deeply say speak everything wish speak right long believe would say come right time,0
darudesandstorm,0
finished video gaze upon racist bigot comment section itll make glad im human,1
everyone saying micheal brown deserved treyvon martin eric garner,0
hmm maybe there depth subject comment section nope bunch degenerate,1
yall need stop acting like mike brown innocent guy never nothing wrong,0
one pair work boot stolen ferguson riot,1
u police use peaceful way thats need bulletproof vest helmet,0
dont want justice see mob mentality action he guilty matter grand jury say matter evidence say let hang nearest tree officer right need learn speak proper english get job who bigger racest white crowd would jail,1
mike brown criminal thug fuck,1
553 see brick hit white pig helmet lmao nice shot hit face,1
fuck mo kansa city,1
mlk saw hed cry,0
isnt really race issue police brutality issue first time cop like darren wilson wasnt sent jail group police officer shot killed homeless white man didnt want leave spot home shot attacked k9s shot bean bag long dead even camera didnt go jail problem police keep ignoring get worse worse dont try make excuse bad police officer behavior thankful one job right,0
every time interviewed person noticed ghetto clearly see education preschooler ever protested incredible stupid stuff dr martin luther king jr would disappointed respect ignorant black people like always ruining thing say didnt anything always victim wake stupid guy arent one youre making america look stupid,1
right loot right private property right destroy public property play victim card nothing change,0
yes let destroy someone elses property ruin day mad someone else take police cunt,1
lol police begining sound like he saying moo move cow mean cop maybe feel like cop mean cow,0
fergueson resident stupid complain crime police shoot criminal get emo tell police leave rioting looting destroying community logic think theyre trolling sr,1
every time dont agree police im going go burn everything relation dont agree call protesting people fucking stupid deevolving,1
look people black life matter like white life mike brown life lawfully ended police officer assaulted mike brown suspect aka mr brown football player 6ft 3 inch mention high marijuana officer 5 ft 11 inch armed baton gun telling mr brown put hand witch evidence show shot assaulting officer say well didnt officer well unless police officer cant say officer something stupid done something else officer attacked man much larger didnt time stop think hmmm maybe shouldnt defend maybe let kill,0
comment vice video always extrem case obviously racist cant take seriously,0
450 people get killed cop usa every year cop would kill many country would streat protest matter dead man white black comment many white people dont give fuck dead black man dont get every unnecessary dead mater,1
people stupid fuck wouldt work 7am idea fun theyre loser nothing better oh yeah great work burning auto place people unemployed provide family great work police shot criminal happened black people definition sheep one individual thinker among,1
like begining peaceful even fucking reporter wearing armor xd,1
put civilian perspective two people get fight one get shot go jail since cop protecting self micheal brown shot 151 foot away daren wilson patrol car way couldnt get self situation continued conflict two reason shoot option like pepper spray tazer,0
728 lost shit guy lmao,0
cant understand lady 130 said going article video shooting incident personally think case exaggerated riot looting criminal activity said caused grand jury decision fake crime saw opportunity disintegration use decision reason,0
lady 730 hahahaha,0
united shit america collapsing good,1
people dont get dont want get shot dont act like thug threaten police officer effin ridiculous excuse act like asshole oh good job destroying city,1
somebody pick gun kill cop already la style,1
police dont try shoot leg arm body part immobilize someone every time officer fire weapon using deadly force theyre trained aim centre mass part body,0
im sick seeing racist comment shame still rascim 2015 grow fuck people,1
justice get street eye eye kill u kill,1
like black racist white ppl without consequence keep nice new world live keep,1
find insane black people always play racist card every single little issue coincidental whiteblack situation case race nothing also say want justice go around destroying private property looting shop right mind would ask justice rob destroy people lively hood time though black community think perfectly acceptable black person kill white cop cop follows procedure defends self potential fatal attack get angry yeah black guy might firearm could easily knife something value black people white law enforcement officer life equal understand officer defended self attack yes attack,1
black life matter white life matter life matter,0
cuumm dowww heeeeerrrr lol come,0
dont get cop armed civil war machine gun unarmed civilian throwing brick fuck united state people america must free oppression,1
see sign black life matter parent bury childjustice bet theyd know last three black person shot white cop ask name one person last hundred killed another black person damn clue march protest far likely murdered another black person isnt cop fact fuck sharpton cornell west,1
cop pig,1
saw article many case went pretty much one particular one making big scene,0
cop mooing people beginning,0
man good fighting back hope minority dont get rained national guard look wepons acting like war,0
1 11000 case presented grand jury doesnt return indictment apparently militarized police state gunning unarmed teen 1 time unevolved racist used hide behind white hood hide behind computer screen police badge,1
darren wilson stand trial prove acted self defense jury open court law george zimmerman michael dunn couldnt grand jury operates secret trusted government trusted operates secret,0
he black,1
cant help motherfucker primitive compared white people get frustrated live around white people cant compete black africa much selfassured dont get reminded every day cant compete multiculturalism good anybody people throwing fit living tax dollar stolen white people,1
shoot looter sight,1
vice news dispatch,0
another bulllsship vice documentary doesnt focus fact idiot job venting racist paranoia,1
1011 fucking evidence evidence mean fact suspect armed robbery autopsy report thats evidence show cop innocent god damn,1
feel thirsty violence rather knowledge,0
u police logic shit brick shoot quick call army nuke,1
man stuff like really make reconsider world would hitler alive,1
burn tear gas oc pepper spray,0
guess get away since label title police title label low life thug addict guess he behind bar smh,0
ignorant,0
0810 dat mask tho,0
lol stupid mooslims,1
fact michael brown 18 legal adult robbing store time assaulted someone store assaulted cop assault cop mostly likely go get shot racist,0
living final day going get worse,0
back africa still thing cause seem like really dont like hereand working outmaybe turn continent around,1
sad god still control know tired michael derren wrong right god know let last judge,0
see bunch ignorant fuck trying hardest turn racial thing never racial thing start self defense plane simple attack cop as going get shot,1
feel black america understand everything,0
think nit upset white people much black people get shot police every day would ignorant fuck racism nit problem militarized police seeing police culture im sick disrespected police black man use violence best bet logical america fight back despite colour skin go furgson next time bring gun shoot back,1
america day coming end emigration rate multiplying year mostly wealthy individual poor unskilled flooding unchecked goodbye america good run,0
dont understand black community want rally behind wan na thug video guy robbing store came would thought protester would gone home michael brown turd crowd full racist hate white community,1
1121 lmao dont agree rioting violent protesting good stuff,0
like say hurr instead,0
one thing think people forget riot ferguson human combat mind wrapped race focused enough people,0
thanks obama,1
possibly many people unbelievably ignorant,0
staged event fake riotsdivid conquerfake news,0
people ask peace riot bring violence,0
005 018 idea cop mooed always thought oinked learn something new every day,1
reason ram moved back los angeles 2016,0
941 dems big as gun 😂😭,1
blackmany year ago almost shot policei driving friend partying even illegal drug use cardidnt even notice cop car behind mewhen light went freakedwe pulled panicked cop bright light uswe trying desperately hide drugsi could hear cop telling get car kept trying hide drugsof course saw going center console maybe get guni told loudlystop put hand see get car tell froze exactly told doif listen would shotmost likely headi dont understand anyone wouldnt cop tell doif say put hand put hand tell step back step back defy person gun threaten shot color nothing,0
much hatred people,0
dat tuff,0
remembermichael brown young teen boy happened built like linerbacker robbed convenience storehe pillar community httpwwwliveleakcomviewi4641408123040,0
point trying make black dont equal opportunity ferguson suggesting city counsel give young black manwoman job black black people ferguson treated unfairly law enforcement suggesting black community law biding citizen break law less white people cop arrest black citizen fun sport even know true reason black community rioting looting even asked see rioting looting break knoxville young white couple kidnapped brutally rapped eventually murdered black men woman wonder come racism plain stupidity mr brown angel study fact stay away emotion skin color,0
lot disgusting people comment trying rationalize casual racism poor understanding context,0
white moveout ferguson let see nice becomes east st louis detroit baltimore thing happened look city,1
found channel one favs already thank u vids r excellent,0
remember sent national defence,0
stats dont represent problem race baiting attitude who crime ohh bet trayvon still little innocent boy dont speak lisp sure sign left wing democrat,1
quote mother wow hit hard accurate,0
video racist,0
god narrator annoying lisp,0
